BoxGUID;ArticleGUID;Position;Description;GTIN;Quantity;Unit;ExpiryDate
24EEC43E-C0DA-4DCF-7057-253EF2CB30D7;BE80506C-C4BF-4DC9-52F4-9A774673236C;14;Mosquito dome, green, MilTec;046872342103;1;pcs;
24EEC43E-C0DA-4DCF-7057-253EF2CB30D7;543FDF40-FB52-478E-7AE0-156058B753E5;15;Whistle;1766822000;1;pcs;
24EEC43E-C0DA-4DCF-7057-253EF2CB30D7;77EB6A63-8A66-46D4-5630-EFE8399B302A;16;Cloth hanger;;2;pcs;
24EEC43E-C0DA-4DCF-7057-253EF2CB30D7;7FE36671-CA76-491B-71C6-0F549B0EFF52;18;Cargo pants, size s;;1;pcs;
24EEC43E-C0DA-4DCF-7057-253EF2CB30D7;F5AACAB2-7F1C-446C-8A19-5820FC146EFF;19;Elastic band, for pants;;1;pair;
24EEC43E-C0DA-4DCF-7057-253EF2CB30D7;CB613B78-A63D-47DC-5E80-9C442E7C1468;2;First aid kit ;;1;set;
24EEC43E-C0DA-4DCF-7057-253EF2CB30D7;4009878B-9EA5-4570-9F40-67C277256C11;2.1;Anti mosquito milk, Jaico;;2;pcs;2026-05-01 00:00:00
24EEC43E-C0DA-4DCF-7057-253EF2CB30D7;FEAD4F78-FBDB-4109-555D-457339FCD958;2.2;Plaster set, activ-set, Aluderm, 10pc;;1;pcs;
24EEC43E-C0DA-4DCF-7057-253EF2CB30D7;3920761A-0A7F-46D0-79E7-101C614DCA46;2.3;Compress, 10x10cm, DermaCare;;1;pcs;
24EEC43E-C0DA-4DCF-7057-253EF2CB30D7;5086CAD2-ECC3-4835-9FE4-19BDE999268D;2.4;Thermometer, digital, Westmed Praxis;;1;pcs;
24EEC43E-C0DA-4DCF-7057-253EF2CB30D7;CB05A7DB-E9AC-4B41-983B-1CCE1CFFAF51;2.5;Face mask, 3ply;;2;pcs;
24EEC43E-C0DA-4DCF-7057-253EF2CB30D7;9F43BDBF-C1C3-4AD4-826B-FC56C42B0A63;2.6;Rehydration salt, O.R.S, Care Plus, 10pc;;1;pcs;2024-03-01 00:00:00
24EEC43E-C0DA-4DCF-7057-253EF2CB30D7;505B3A28-1C23-4849-7B4F-696C3D88BA1A;2.7;Water purification tablets, blister, Micropur Forte MF 1T;;1;pcs;
24EEC43E-C0DA-4DCF-7057-253EF2CB30D7;A9B9346C-4B6C-47E9-96C3-C30D1459C057;2.8;Compression bandage, elastic, Urgoband, 6cm x 5m;;1;pcs;
24EEC43E-C0DA-4DCF-7057-253EF2CB30D7;09ECB1AD-E38F-4C35-7BF1-3D68F0CFB4F8;20;EPa, Cold regions, veg.;;1;package;2026-02-01 00:00:00
24EEC43E-C0DA-4DCF-7057-253EF2CB30D7;0A8A091F-A597-464A-7463-48BB8F479D68;3;Sleeping bag, High Peak;001690232876;1;pcs;
24EEC43E-C0DA-4DCF-7057-253EF2CB30D7;C84570C3-B805-4A09-97CE-F0B0D4FF5C8A;4;Camp bed mattress, Easy Camp;;1;pcs;
24EEC43E-C0DA-4DCF-7057-253EF2CB30D7;2B282836-7DF0-4672-92EE-57DA3277F0C4;5;Hand washing-liquid, Greven, 300ml;4260029178074;1;pcs;
24EEC43E-C0DA-4DCF-7057-253EF2CB30D7;8934EC2C-25F4-47FA-75BF-A9DC3549C9C2;6;Work gloves;;1;pair;
24EEC43E-C0DA-4DCF-7057-253EF2CB30D7;B14547B1-9C93-4B17-969B-2C128BFA92FC;7;Headlight, Fox;;1;pcs;
24EEC43E-C0DA-4DCF-7057-253EF2CB30D7;74C00595-FBB9-4F39-9CFC-4587C780EC4D;8;Cuttlery, BW;;1;set;
24EEC43E-C0DA-4DCF-7057-253EF2CB30D7;20F3F602-664F-4875-7370-B1D976697B65;9;Battery, AAA, rechargable, Ni-Mh, TENSAI, 4TR-03;;4;pcs;
24F0E10B-A782-423C-8DD1-235432A509FC;72C56974-B919-453D-9F86-2F41EF78166E;1;Aluminium box, 79x39x38cm;;1;box;
24F0E10B-A782-423C-8DD1-235432A509FC;5191025E-228D-4220-9B9B-6E40DCD55070;10;Drinking bottle, plastic, Flip Top;;1;pcs;
24F0E10B-A782-423C-8DD1-235432A509FC;8AB1AD76-91D1-4F9E-8C84-FBF747A41BFB;11;Mug, metal, 0,3l, Fritz Berger;;1;pcs;
24F0E10B-A782-423C-8DD1-235432A509FC;FF7EDD77-0698-4F1F-710D-ED4949FCACCC;12;Toilet paper;;1;roll;
24F0E10B-A782-423C-8DD1-235432A509FC;489EE586-8055-4870-5D27-929DDF404DC0;13;Safety cap, red;;1;pcs;
24F0E10B-A782-423C-8DD1-235432A509FC;3699B049-C21C-45B1-94BB-653CD904FE82;14;Mosquito dome, green, MilTec;;1;pcs;
24F0E10B-A782-423C-8DD1-235432A509FC;CCB659F1-C7D9-418E-9481-ACE23F10020E;15;Whistle;;1;pcs;
24F0E10B-A782-423C-8DD1-235432A509FC;87CFADD8-BB46-4721-8075-AADA622D1748;16;Cloth hanger;;2;pcs;
24F0E10B-A782-423C-8DD1-235432A509FC;86E0708C-9AB1-4802-9240-1B6BF058A875;18;Cargo pants, size s;;1;pcs;
24F0E10B-A782-423C-8DD1-235432A509FC;1818CD59-95B8-487F-730B-29B4AC351720;19;Elastic band, for pants;;1;pair;
24F0E10B-A782-423C-8DD1-235432A509FC;BE558494-78FE-473F-52B3-EA088151AB77;2;First aid kit;;1;set;
24F0E10B-A782-423C-8DD1-235432A509FC;EEB775B8-ECED-41BE-70B2-A8D2A9AD082B;2.1;Anti mosquito milk, Jaico;;2;pcs;2026-05-01 00:00:00
24F0E10B-A782-423C-8DD1-235432A509FC;B100206F-7EEF-4B9F-578E-B4AAFE4C6E29;2.2;Plaster set, activ-set, Aluderm, 10pc;;1;pcs;
24F0E10B-A782-423C-8DD1-235432A509FC;47CC77AF-88F2-4B27-5E12-EA2C6505F8A7;2.3;Compress, 10x10cm, DermaCare;;1;pcs;
24F0E10B-A782-423C-8DD1-235432A509FC;40998605-1360-45DC-838A-BD17AF359866;2.4;Thermometer, digital, Westmed Praxis;;1;pcs;
24F0E10B-A782-423C-8DD1-235432A509FC;C100A2C8-B25A-4D40-8929-999292B1B2EF;2.5;Face mask, 3ply;;2;pcs;
24F0E10B-A782-423C-8DD1-235432A509FC;B033686A-0F98-4894-8336-B5531806CF57;2.6;Rehydration salt, O.R.S, Care Plus, 10pc;;1;pcs;2024-03-01 00:00:00
24F0E10B-A782-423C-8DD1-235432A509FC;8645E719-1F84-4B7B-9446-36D924E73DC2;2.7;Water purification tablets, blister, Micropur Forte MF 1T;;1;pcs;
24F0E10B-A782-423C-8DD1-235432A509FC;0C1B38F8-C5F9-4E5A-7875-96A56938F955;2.8;Compression bandage, elastic, Urgoband, 6cm x 5m;;1;pcs;
24F0E10B-A782-423C-8DD1-235432A509FC;F29A213E-BE2A-4114-908B-74125E712860;20;EPa, Cold regions, veg.;;1;pcs;
24F0E10B-A782-423C-8DD1-235432A509FC;C12BA03D-51FF-408D-9819-E694D1C3ADDF;3;Sleeping bag, High Peak;001690232876;1;pcs;
24F0E10B-A782-423C-8DD1-235432A509FC;0C6AC00A-6D56-4184-7B0E-462A849583BD;4;Camp bed mattress, ;;;;
24F0E10B-A782-423C-8DD1-235432A509FC;D2B02C68-D3EA-418B-7EB4-A969EF46EB65;5;Hand washing-paste, Active Pearls, Ivraxo;;1;pcs;
24F0E10B-A782-423C-8DD1-235432A509FC;631B9C98-4D69-4723-931E-F0F75B9CAB48;6;Work gloves, size 10, Asatex;;1;pair;
24F0E10B-A782-423C-8DD1-235432A509FC;452B6ECF-A439-4DFC-8643-1279F69BC4D6;7;"Headlight, 3W, LED; Fox Outdoor";;1;pcs;
24F0E10B-A782-423C-8DD1-235432A509FC;A8635DCE-5242-4DAD-5403-6AF1B4605991;8;Cuttlery;;1;set;
24F0E10B-A782-423C-8DD1-235432A509FC;89259D0F-7E2E-459B-82F2-250A00D77ED6;9;Battery, AAA, rechargable, Ni-Mh;;4;pcs;
256303D2-084A-4180-7196-EF77CC593209;6F27E6D2-57C7-4660-9826-B1FCA8B6FB1A;1;Field Shower SanModul SH100 No.1;;1;pcs;
256303D2-084A-4180-7196-EF77CC593209;7073F141-CC8A-40BA-7177-3A90498AEF35;2;Field Shower accessory kit;;;;
256303D2-084A-4180-7196-EF77CC593209;15923FBD-C828-462E-5E56-98DD173CDB3B;2.1;Box, plastic, grey, 40x30x28,5cm, Auer;;1;pcs;
256303D2-084A-4180-7196-EF77CC593209;4D9CA408-1E7E-4647-74F7-46320FB2094C;2.10;Pall Aquasafe water filter AQF42;;2;pcs;2027-07-12 00:00:00
256303D2-084A-4180-7196-EF77CC593209;420D3DD7-BF50-4166-7909-5248BF709551;2.11;Rain cap for Water heater;;1;pcs;
256303D2-084A-4180-7196-EF77CC593209;F3E6E975-5571-4F87-9B10-65C6B6BC2CB2;2.12;Manual for Water Heater;;1;pcs;
256303D2-084A-4180-7196-EF77CC593209;E7D93EA0-7C38-4A69-5B38-7429D877971E;2.2;Mains cable 3m, orange, IP54plugs;;1;pcs;
256303D2-084A-4180-7196-EF77CC593209;FC14CAB1-0329-4129-59A1-DD7E78D25134;2.3;"Sewage Hose, black, 1"", 4m, GEKA connector";;1;pcs;
256303D2-084A-4180-7196-EF77CC593209;D7D9B2CD-AA78-47F1-9CFD-6F44BEC838ED;2.4;Footplate multiplex 12mm;;4;pcs;
256303D2-084A-4180-7196-EF77CC593209;2DD206B7-A2DA-439A-5116-F011FACACB5E;2.5;Footplate multiplex 9mm;;4;pcs;
256303D2-084A-4180-7196-EF77CC593209;3C0D2FA0-00A9-4241-807A-345DD4D31104;2.6;Batery for Heater;;2;pcs;
256303D2-084A-4180-7196-EF77CC593209;1C9EE002-E92D-4C03-53D5-AAD8D01668A9;2.7;Shower hose with shower head;;1;pcs;
256303D2-084A-4180-7196-EF77CC593209;72CB3FDE-7318-45F9-8CA1-1D278D5D47CF;2.8;Teflon Tape 20m roll;;1;pcs;
256303D2-084A-4180-7196-EF77CC593209;4452ACB4-0E39-4C52-96AF-A1B2FBB0533B;2.9;Pall Filter adaptor SHO1/2MVN;;2;pcs;
256303D2-084A-4180-7196-EF77CC593209;1E89E9AD-B60B-443F-9270-EBE38B671E3F;3;Tankless LPG Water Heater 13kw;;1;pcs;
25FC6531-0317-4846-988A-C522F4299888;54DF9883-5602-481C-99D0-F7849DE7BD38;1;;;;;
25FC6531-0317-4846-988A-C522F4299888;B675EBFB-EBA5-4BF4-8DF0-E4B7B50C33C5;2;Aluminiumcontainer with lid;;1;pcs;
25FC6531-0317-4846-988A-C522F4299888;AC7D8E94-C7A0-4CA5-730D-5F1545228016;3;Desktop 1/2;;1;pcs;
25FC6531-0317-4846-988A-C522F4299888;1A303010-1CF9-4A1C-886C-E08BA4857D0D;4;Drawer 1;;1;pcs;
25FC6531-0317-4846-988A-C522F4299888;BC187C4A-B83D-4A2C-9AFE-BD6D690AF805;5;Drawer 2;;1;pcs;
25FC6531-0317-4846-988A-C522F4299888;5EF60A5C-952A-4647-8646-245470B27DE6;6;Drawer 3;;1;pcs;
25FC6531-0317-4846-988A-C522F4299888;6DEEB28E-5455-4C29-9C41-80FD3234B8DD;7;Drawer 4;;1;pcs;
25FC6531-0317-4846-988A-C522F4299888;EDD6E406-0E51-4B3B-93BA-68A84EC2D06F;8;Drawer 5;;1;pcs;
25FC6531-0317-4846-988A-C522F4299888;EAC82455-32D1-4DCC-7F2F-2CF512659CA9;9;Drawer 6;;1;pcs;
2C3C5255-98B7-4189-87C7-C3B971B86FFB;51BB621D-0808-43DE-75D3-4F592FF01C5B;1;Aluminium box, 79x59x63cm;;1;pcs;
2C3C5255-98B7-4189-87C7-C3B971B86FFB;232EFE31-9ABC-4D83-53E4-06749E7DD685;2;Shelve, black, KIS, 135x60x30xcm;;5;pcs;
2C3C5255-98B7-4189-87C7-C3B971B86FFB;2344094E-043F-4036-77AE-7DC0EF27D174;3;Shelf , plastic, Regalux, 143x60x30cm, capacity 25kg, ;8012824004340;1;pcs;
2EAAF8F3-A099-462A-93E2-82DF9F7F5844;58E54FD5-5C7C-4ED7-79B9-1472C9CCC042;1;Aluminium box, 60x39x41cm;;1;pcs;
2EAAF8F3-A099-462A-93E2-82DF9F7F5844;546052FE-1674-4E06-804B-8430DB6287A7;10;Drinking bottle, plastic, Flip Top;;1;pcs;
2EAAF8F3-A099-462A-93E2-82DF9F7F5844;EE7C2BE8-4682-4106-92FA-2307D9CCFB09;11;Mug, metal, 0,3l, Fritz Berger;;1;pcs;
2EAAF8F3-A099-462A-93E2-82DF9F7F5844;A9C15D2E-5DCA-421B-997F-264F4BCD5BA0;12;Toilet paper;;1;roll;
2EAAF8F3-A099-462A-93E2-82DF9F7F5844;478C7D6D-AA6B-423D-9DEE-9476FA107797;13;Safety cap, red;;1;pcs;
2EAAF8F3-A099-462A-93E2-82DF9F7F5844;750D39B3-A9C1-4D78-8734-90CB6BA0FCC3;14;Mosquito dome, green, MilTec;;1;pcs;
2EAAF8F3-A099-462A-93E2-82DF9F7F5844;35F8B742-5881-4057-9EB0-337ADF06DA54;15;Whistle;;1;pcs;
2EAAF8F3-A099-462A-93E2-82DF9F7F5844;457B832D-0091-4B6F-958C-F4E49D9C22DE;16;Cloth hanger;;2;pcs;
2EAAF8F3-A099-462A-93E2-82DF9F7F5844;A4AD462D-77B4-48FD-5CBB-C9FBF4B53EE5;18;Cargo pants;;1;pcs;
2EAAF8F3-A099-462A-93E2-82DF9F7F5844;08E9AA93-A5CE-4EFE-5444-B1C1390DFCD6;19;Elastic band, for pants;;1;pair;
2EAAF8F3-A099-462A-93E2-82DF9F7F5844;654778CF-45C0-48B8-96BF-010016868D47;2;First aid kit;;1;set;
2EAAF8F3-A099-462A-93E2-82DF9F7F5844;98B28277-BDDC-45BD-8B7F-9EB4542DF92D;2.1;Anti mosquito milk, Jaico;;2;pcs;2026-05-01 00:00:00
2EAAF8F3-A099-462A-93E2-82DF9F7F5844;B199AAE6-60DE-49DD-5442-06313C37C201;2.2;Plaster set, Activ-Set, Aluderm, 10pc;;1;pcs;
2EAAF8F3-A099-462A-93E2-82DF9F7F5844;3CDDBD7B-62A9-4FC9-5050-8C65B18D27F8;2.3;Compress, 10x10cm, DermaCare;;1;pcs;
2EAAF8F3-A099-462A-93E2-82DF9F7F5844;2C3A4D0C-69DA-4F3B-721E-DC6A5247D5BA;2.4;Thermometer, digital, Westmed Praxis;;1;pcs;
2EAAF8F3-A099-462A-93E2-82DF9F7F5844;D6EC2DCF-59F5-4C9C-89FA-3C48FC329324;2.5;Face mask, 3ply;;2;pcs;
2EAAF8F3-A099-462A-93E2-82DF9F7F5844;1C153172-9B99-4125-83E2-C3B251975F52;2.6;Rehydration salt, O.R.S, Care Plus, 10pc;;1;pcs;2024-03-01 00:00:00
2EAAF8F3-A099-462A-93E2-82DF9F7F5844;87E2ED00-46C3-4D4A-5741-0776590F55F2;2.7;Water purification tablets, blister, Micropur Forte MF 1T;;1;pcs;
2EAAF8F3-A099-462A-93E2-82DF9F7F5844;0E4E87D2-E538-4F1F-8130-BFCCEA2E3F5F;2.8;Compression bandage, elastic, Urgoband, 6cm x 5m;;1;pcs;
2EAAF8F3-A099-462A-93E2-82DF9F7F5844;37B44BC9-910F-4B38-543B-F35821F3D60E;20;EPa, Cold regions;;1;package;2026-05-01 00:00:00
2EAAF8F3-A099-462A-93E2-82DF9F7F5844;A9D5892B-7038-4B26-8673-973B39356C80;3;Sleeping bag, Devil 200, Easy Camp;;1;pcs;
2EAAF8F3-A099-462A-93E2-82DF9F7F5844;29A9776F-85B5-4D13-5E4F-A2F0F671D626;4;Camp bed mattress,;;;;
2EAAF8F3-A099-462A-93E2-82DF9F7F5844;CDE653AA-C9CC-45C7-838E-714ED0EE0401;5;Hand washing-paste, Active Pearls, Ivraxo;;1;pcs;
2EAAF8F3-A099-462A-93E2-82DF9F7F5844;4C3764F2-4848-443F-9B02-761353B8C572;6;Work gloves, size XL;;1;pair;
2EAAF8F3-A099-462A-93E2-82DF9F7F5844;EB6A8D3E-CC0D-4672-75B8-E90B0EA5F74A;7;Headlight, Black Diamond;;1;pcs;
2EAAF8F3-A099-462A-93E2-82DF9F7F5844;F0854E0A-69E0-4BC6-7C4E-714D865C846E;8;Cuttlery;;1;set;
2EAAF8F3-A099-462A-93E2-82DF9F7F5844;824C646B-BA7F-41B4-9074-FBF95D16E54F;9;Battery, AAA, rechargable, Ni-Mh;;4;pcs;
30CB0016-7860-4D2E-5DFC-C7ECC0203029;B85F4F48-D0F1-4E5B-88D7-04347477E253;1;Wood box, 260x30x30cm;;1;pcs;
30CB0016-7860-4D2E-5DFC-C7ECC0203029;8F9E2A61-B7C7-4318-7D2B-E9751FE93EFC;2;SG 300, tent frame, accommodation 1 ;;1;set;
31C080DA-9AC5-46B0-52CF-49A92853F4B7;5269AF0F-7F7F-41A1-730A-E50DA849B9A3;1;Wood box, 120x80x40cm;;1;pcs;
31C080DA-9AC5-46B0-52CF-49A92853F4B7;D0004359-2018-4C5E-929B-E7FF37E36FCB;2;SG 500, inner tent, consultation A;;1;pcs;
31C080DA-9AC5-46B0-52CF-49A92853F4B7;4844C32A-5E4A-4E6A-585C-FB286DA77A9B;3;Ground sheet, consultation A;;1;pcs;
31C080DA-9AC5-46B0-52CF-49A92853F4B7;EE62A13A-92AF-441E-7D86-909DA4763AAD;4;Pack bag, olive;;1;pcs;
31C080DA-9AC5-46B0-52CF-49A92853F4B7;6160D21D-F4B3-4E5A-7885-E18A3AFD391C;5;Pack bag, grey;;1;pcs;
31C080DA-9AC5-46B0-52CF-49A92853F4B7;51FBBF15-3782-4B1F-9839-E39AC121E7D3;6;Peg, circular, hook end, 30cm, for SG 500;;33;pcs;
346846A3-0262-4AB2-7F11-D03433D74A14;BA33DBDC-DB9B-44FF-8F18-872184875F60;1;Aluminium box, 60x39x41cm;;1;pcs;
346846A3-0262-4AB2-7F11-D03433D74A14;C8517625-6AFB-4742-5748-C7236BFA847D;10;Drinking bottle, plastic, Flip Top;;1;pcs;
346846A3-0262-4AB2-7F11-D03433D74A14;7B6B374C-69F7-4DEF-55D9-7689DBCF771E;11;Mug, metal, 0,3l, Fritz Berger;;1;pcs;
346846A3-0262-4AB2-7F11-D03433D74A14;CB0C6AF7-8A7A-4BDF-50FD-860D1A18A119;12;Toilet paper;;1;roll;
346846A3-0262-4AB2-7F11-D03433D74A14;73D687A9-D5C4-4B7A-82C2-5ECEEFFDDDD1;13;Safety cap, red;;1;pcs;
346846A3-0262-4AB2-7F11-D03433D74A14;E8C1ADA5-69F0-43C5-84AD-EDEBBBF6E138;14;Mosquito dome, green, MilTec;;1;pcs;
346846A3-0262-4AB2-7F11-D03433D74A14;A249D9F0-F40C-4F87-8D6E-63A2E3EC09BE;15;Whistle, Tornado;1766822000;1;pcs;
346846A3-0262-4AB2-7F11-D03433D74A14;F328C785-2E1C-4489-9C4C-F56FB9F43B5A;16;Cloth hanger;;2;pcs;
346846A3-0262-4AB2-7F11-D03433D74A14;B515E0CC-DAEF-4DAC-56FB-B360EFD48553;18;Cargo pants, size L;;1;pcs;
346846A3-0262-4AB2-7F11-D03433D74A14;F67148A6-6CBC-4A42-8B68-47BE855BAA4A;19;Elastic band, for pants;;1;pair;
346846A3-0262-4AB2-7F11-D03433D74A14;ACC64A15-177C-453F-51F0-3826E15DCB9C;2;First aid kit;;1;kit;
346846A3-0262-4AB2-7F11-D03433D74A14;98430A4D-8EFF-4183-9B34-7666C0631DB3;2.1;Anti mosquito milk, Jaico;;0;pcs;2026-05-01 00:00:00
346846A3-0262-4AB2-7F11-D03433D74A14;03D79FE5-1C5C-430A-9F3B-66F4C132C22C;2.2;Plaster set, activ-set, Aluderm, 10pc;;1;pcs;
346846A3-0262-4AB2-7F11-D03433D74A14;4EFF7202-3F1C-491C-8FA6-56706B9B418F;2.3;Compress, 10x10cm, DermaCare;;1;pcs;
346846A3-0262-4AB2-7F11-D03433D74A14;163DEEA0-5166-4C3C-514B-FA6373B59299;2.4;Thermometer, digital, Westmed Praxis;;1;pcs;
346846A3-0262-4AB2-7F11-D03433D74A14;D3063338-3F54-4CF4-9BF4-81D49DEC7907;2.5;Face mask, 3ply;;2;pcs;
346846A3-0262-4AB2-7F11-D03433D74A14;9ECBFCA8-F370-4287-9E05-BEEB8AB0FF2C;2.6;Rehydration salt, O.R.S, Care Plus, 10pc;;1;pcs;2024-03-01 00:00:00
346846A3-0262-4AB2-7F11-D03433D74A14;14F28F5C-2B58-43CD-7D16-85DD563E0270;2.7;Water purification tablets, blister, Micropur Forte MF 1T;;1;pcs;
346846A3-0262-4AB2-7F11-D03433D74A14;A2D0ADF6-8852-4866-8ADB-D967B8E92659;2.8;Compression bandage, elastic, Urgoband, 6cm x 5m;;1;pcs;
346846A3-0262-4AB2-7F11-D03433D74A14;500EBF6E-4383-47C4-7DA4-3D4225E74606;20;EPa, Cold regions;;1;package;2026-05-01 00:00:00
346846A3-0262-4AB2-7F11-D03433D74A14;5849046A-ADB9-4C53-7A9B-A421787B5896;3;Sleeping bag, Devil 200, Easy Camp;;1;pcs;
346846A3-0262-4AB2-7F11-D03433D74A14;8331D592-3892-4AA2-8714-D46FB67AE73E;4;Camp bed mattress, ;;;;
346846A3-0262-4AB2-7F11-D03433D74A14;6D3A0D27-C170-455C-70C5-754FAA79E080;5;Hand washing-paste, Active Pearls, Ivraxo;;1;pcs;
346846A3-0262-4AB2-7F11-D03433D74A14;756B2AD6-C500-4A3F-7C23-662573738839;6;Work gloves, size 10, Asatex;;1;pcs;
346846A3-0262-4AB2-7F11-D03433D74A14;2CAE8998-4F13-4808-91BA-67C573C2D7FC;7;Headlight, LED, SIGMA;;1;pcs;
346846A3-0262-4AB2-7F11-D03433D74A14;F1E70960-B9CB-4C84-903E-90D4B27F7EE8;8;Cuttlery;;1;set;
346846A3-0262-4AB2-7F11-D03433D74A14;67CEB9DE-C1B0-4443-856C-309168618C54;9;Battery, AAA, rechargable, Ni-Mh, Tensai;;4;pcs;
34AD7072-D0CD-46CE-7E2D-13DD7AE70467;DDDBDB7C-E78F-40D3-7398-46744573B43B;1;Wood box, 260x45x30cm;;1;pcs;
34AD7072-D0CD-46CE-7E2D-13DD7AE70467;36F19DFD-E0CB-477C-8128-C108B4E3FC10;2;SG 500, tent frame, consultation A ;;1;set;
3503DF5C-3F1C-4378-70AA-060D93AC5A0A;B02A60A2-D40E-433D-7AE4-0E0D021BA441;1;Wood box, 118x23x21cm;;1;pcs;
3503DF5C-3F1C-4378-70AA-060D93AC5A0A;11E30CA0-75C5-4CF0-7927-A907D531D145;2;Tripod stand, for Sonlux powerdisk;;1;pcs;
3503DF5C-3F1C-4378-70AA-060D93AC5A0A;EA171813-DF1E-4FA2-7732-73386C875B27;2.1;Guy rope, yellow, reflecting, Shinetrip, with snap link, 6m;;4;pcs;
3503DF5C-3F1C-4378-70AA-060D93AC5A0A;6B3821AD-1BA1-487B-7CC2-25BB19F3686C;2.2;Peg, triangular, 30cm;;3;pcs;
374A8D5E-861F-4A4C-75A2-DE3F3FE56849;006BC886-2CA4-4789-92AE-4B0F69048488;1;Aluminium box, 120x79x52cm;;1;set;
374A8D5E-861F-4A4C-75A2-DE3F3FE56849;CC457BDD-589E-4E62-5563-426AFCDE1BF7;2;Kitchen Equipment;;;;
374A8D5E-861F-4A4C-75A2-DE3F3FE56849;597D5849-5AC7-4A43-9F62-6BB9D6AF9BC0;2.1;Box, plastic, grey, 60x40x44, Auer;;1;pcs;
374A8D5E-861F-4A4C-75A2-DE3F3FE56849;90AA345D-6CF7-4E20-8A15-5932130F233B;2.2;Hotplates;;2;pcs;
374A8D5E-861F-4A4C-75A2-DE3F3FE56849;54E16342-E8E7-47E5-9A5C-8603BCAC7D8F;2.3;Water cooker;;2;pcs;
374A8D5E-861F-4A4C-75A2-DE3F3FE56849;F8D24156-C327-4CDB-5A63-9914CE140F2D;2.4;Pot set;;1;pcs;
374A8D5E-861F-4A4C-75A2-DE3F3FE56849;E953F1EA-6433-4B4A-7D41-CCA75FB74133;2.5;Fire blanket;;5;pcs;
374A8D5E-861F-4A4C-75A2-DE3F3FE56849;6B88E1AF-7CAF-4063-8E60-FE3698D2F83C;2.6;Dishrag;;10;pcs;
374A8D5E-861F-4A4C-75A2-DE3F3FE56849;7C9BDF11-6F93-451A-7183-3F8B2E684DDA;3;Plate, low, carton, 100pc;;10;package;
374A8D5E-861F-4A4C-75A2-DE3F3FE56849;2CA6E9EA-B924-43DC-93FD-80A5CFAD9E36;4;Plate, deep, 100pc;;10;package;
374A8D5E-861F-4A4C-75A2-DE3F3FE56849;95AAE7FA-FB61-413E-8FFD-112705EFF7D1;5;Wash-up liquid, 0,5l;;5;pcs;
374A8D5E-861F-4A4C-75A2-DE3F3FE56849;05E29377-89B9-4A1C-71D1-C851269E47B1;6;Camping kitchen;;2;pcs;
374A8D5E-861F-4A4C-75A2-DE3F3FE56849;98533548-5B9B-4045-9833-2867837957B1;7;Cup, plastic, 0,2l, 100pc;;10;package;
38D7ECA4-0F2E-42E3-5FB5-CA58F9632580;9E5A7B53-8AC9-4A6B-7F67-7ED697069B2C;1;Wood box, 120x80x50cm;;1;pcs;
38D7ECA4-0F2E-42E3-5FB5-CA58F9632580;B8BD135E-4D16-478D-5E32-F951A81EDD70;2;Camp bed;;8;pcs;
391409A7-5757-4788-752A-0925A68523B0;08B675D2-C90C-4E88-8270-33BF96FDF71A;1;Aluminium box, 80x60x63cm;;1;pcs;
391409A7-5757-4788-752A-0925A68523B0;6DB94BC6-4AF3-4D99-7377-F7B59419812E;2;Cactus dry toilet;;4;pcs;
391409A7-5757-4788-752A-0925A68523B0;46BB646D-7784-403C-99E6-E71FAFC74429;3;Cactus toilet bag, with lid;;19;pcs;
391409A7-5757-4788-752A-0925A68523B0;A3C67689-674D-4492-7913-2BCCC6E50012;4;Toilet paper;;15;pcs;
3BAD2188-D52D-4C3E-58BD-57A2F723927E;6023AFA7-974E-4D76-7436-0EC91ED5A54A;1;Quick-assembly tent, 3x3 m, Duratent;;1;pcs;
3BAD2188-D52D-4C3E-58BD-57A2F723927E;A7F6F442-C31B-4598-537A-A5376A8C58F9;2;Transportation bag, 165x40x40cm;;1;pcs;
3C925129-01B5-4116-5C9D-45C1137A71AF;2CE43DFC-86DC-4A71-59ED-D98340C2B240;1;Latrine kit 1/3,;;;;
3C925129-01B5-4116-5C9D-45C1137A71AF;392ADC57-F0A7-4EE1-5701-02159E40C0A8;1.1;Latrine substructure;;12;pcs;
3C925129-01B5-4116-5C9D-45C1137A71AF;3305B699-016C-4630-87BA-ED0DC0A7EDB5;1.2;Squatting plate;;6;pcs;
3D747D9C-D8BC-4DC3-9CF5-468F4AFCC373;CD211A92-C992-4CB8-74B8-7868074BC6FB;1;Wood box, 118x23x21cm;;1;pcs;
3D747D9C-D8BC-4DC3-9CF5-468F4AFCC373;9287C533-E06E-49A8-88EC-D06A2A4F578F;2;Tripod stand, for Sonlux powerdisk;;1;pcs;
3D747D9C-D8BC-4DC3-9CF5-468F4AFCC373;FA9C86F0-EA97-4A2C-9E05-CC4EECCCB7F8;2.1;Guy rope, yellow, reflecting, Shinetrip, with snap link, 6m;;4;pcs;
3D747D9C-D8BC-4DC3-9CF5-468F4AFCC373;A04947C8-32FE-452D-7C1A-3AA022C76E2A;2.2;Peg, triangular, 30cm;;3;pcs;
3E9F66C8-880F-485E-5168-AF7539C20B5B;1695C6A7-59C3-4496-9A78-DDC94B4EFD02;1;Aluminium box, 60x39x41cm;;1;pcs;
3E9F66C8-880F-485E-5168-AF7539C20B5B;FCDD8274-E9C0-4CC4-90DC-3BF2755A59FD;2;Emergency bag, MBS, red;;1;set;
